Job Name ,Job Link,Job Description,Job Location,Company Name
Senior Digital Marketing Specialist,https://wuzzuf.net/jobs/p/3QM75SGUry4u-Senior-Digital-Marketing-Specialist-Teleperformance---Egypt-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Writing/Editorial · Marketing/PR/Advertising · Digital · Digital Marketing · digital marketing · Digital Marketing Specialist · E-Marketing · Marketing · marketing specialist,"Katameya, Cairo, Egypt ",Teleperformance - Egypt -
Junior Data Scientist (Remote),https://wuzzuf.net/jobs/p/g/vTKLnZ3pWDNr-Junior-Data-Scientist-Remote-Kreativstorm-Tabuk-Saudi-Arabia,Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Python · Information Technology (IT) · SQL · Data Science · Data Analysis · Java,"Tabuk, Saudi Arabia ",Kreativstorm -
Chief Accountant,https://wuzzuf.net/jobs/p/QPLhzR7pqACW-Chief-Accountant-El-nour-for-vegetable-and-fruits-supplies-Cairo-Egypt,Full TimeOn-siteManager · 4 - 6 Yrs of Exp · Accounting/Finance · Operations/Management · Accounting · Finance · CMA · CPA · excel · Financial Analysis · Financial Management · General Ledger,"Obour City, Cairo, Egypt ",El-nour for vegetable and fruits supplies  -
Accountant,https://wuzzuf.net/jobs/p/Db5bpVw92hb4-Accountant-Delta-Capital-for-Urban-Development-Giza-Egypt,Full TimeOn-siteEntry Level · 2 - 4 Yrs of Exp · Accounting/Finance · Accounting · analytical · Communication · English · excel · Finance · ERP · Financial Analysis · Financial Management,"Dokki, Giza, Egypt ",Delta Capital for Urban Development -
Data Scientist,https://wuzzuf.net/jobs/p/g/SmixIONPX5et-Data-Scientist-Matchable-Riyadh-Saudi-Arabia,Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Python · Computer Science · Information Technology (IT) · SQL · Data Science · Data Scientist · Machine Learning,"Riyadh, Saudi Arabia ",Matchable -
Financial Controller ( Retail ),https://wuzzuf.net/jobs/p/DkYWJVod4It2-Financial-Controller-Retail-Outservingplus-Giza-Egypt,Full TimeOn-siteManager · 10 - 20 Yrs of Exp · Accounting/Finance · Finance · Financial Management · Accounting · Financial · Financial Analysis · Retail,"Giza, Egypt ",Outservingplus -
Accountant,https://wuzzuf.net/jobs/p/kMngxnfcKLpT-Accountant-New-goldenpack-for-packing-industries-Giza-Egypt,Full TimeOn-siteExperienced · 1 - 5 Yrs of Exp · Accounting/Finance · Accounting · Finance · MS Excel · Financial Management · Financial Analysis,"6th of October, Giza, Egypt ",New goldenpack for packing industries  -
Accountant,https://wuzzuf.net/jobs/p/wQbaEvsjFT23-Accountant-poweroy-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Accounting/Finance · Accounting · Finance · excel · Financial Analysis · Tax · Taxes · E-Invoice · Export refund,"Cairo, Egypt ",poweroy -
Accountant,https://wuzzuf.net/jobs/p/s9CuQYYBA6hc-Accountant-Saadawy-garage-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Administration · Accounting Software · Accounting · CMA · CPA · excel · Finance · Financial Analysis · Financial Management,"New Cairo, Cairo, Egypt ",Saadawy garage -
Quality Assurance,https://wuzzuf.net/jobs/p/gewZU6xn9wBs-Quality-Assurance-BTC-Egypt-Gold-Cairo-Egypt,Full TimeOn-siteEntry Level · 2 - 5 Yrs of Exp · Quality · Quality Assurance · Communication skills · quality · Data Collection · Communication,"Heliopolis, Cairo, Egypt ",BTC-Egypt Gold -
IT Specialist,https://wuzzuf.net/jobs/p/xoe7x3IAFfPZ-IT-Specialist-Rockal-Cairo-Egypt,Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · males_preferred · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Technical Support · Computer Engineering · Network Administration · Installation · Networking,"Nasr City, Cairo, Egypt ",Rockal -
Jr. Data Scientist,https://wuzzuf.net/jobs/p/g/NLNDvRIHrDfL-Jr-Data-Scientist-DXC-Technology-Dubai-United-Arab-Emirates,Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Python · Computer Science · Information Technology (IT) · SQL · Data Science · Machine Learning · Data Scientist,"Dubai, United Arab Emirates ",DXC Technology -
Industrial Engineer,https://wuzzuf.net/jobs/p/XnYbYtHm1UxB-Industrial-Engineer-Kandil-Glass-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Other · Engineering · Industrial · Analysis · LEAN · Six Sigma · Mechanical Engineering · Industrial Engineering,"10th of Ramadan City, Cairo, Egypt ",Kandil Glass  -
Cost Accountant,https://wuzzuf.net/jobs/p/pD5YFMYLKkgk-Cost-Accountant-Prifix-Alexandria-Egypt,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Accounting/Finance · accountant · Accounting · Cost Accountant · Cost Accounting · Finance · Financial Analysis · Cost,"Bourj Alarab, Alexandria, Egypt ",Prifix -
Accountant,https://wuzzuf.net/jobs/p/KqsEaQxuiiQf-Accountant-consilium-Giza-Egypt,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Accounting/Finance · Administration · Accounting · excel · Finance · Financial Analysis · Financial Management · MS Excel,"Sheikh Zayed, Giza, Egypt ",consilium -
Human Resources Generalist,https://wuzzuf.net/jobs/p/AIc2D7vwkyu9-Human-Resources-Generalist-Monglish-Academy-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Human Resources · Recruitment · Personnel Management · Payroll · Training Needs Analysis · HR Policies · Communication skills · Microsoft Office · Labor Laws · Business Administration,"Nasr City, Cairo, Egypt ",Monglish Academy -
Accounts Payable Specialist,https://wuzzuf.net/jobs/p/A6rTIHUPqUT7-Accounts-Payable-Specialist-ADDDED-for-Services-Cairo-Egypt,Full TimeOn-siteEntry Level · 2 - 4 Yrs of Exp · Accounting/Finance · Accounting · Financial Analysis · Payable · Accounts Payable · Communication,"Heliopolis, Cairo, Egypt ",ADDDED for Services -
Data Entry/Admin Support - Work From Home,https://wuzzuf.net/jobs/p/g/JKY7HZjFOZBw-Data-EntryAdmin-Support---Work-From-Home-hiretowncity-Riyadh-Saudi-Arabia,Full TimeNot specified · Administration · Customer Service/Support · Sales/Retail · Data Entry · Administration · Customer Support · Admin · Customer Care · Customer Service · Microsoft Office,"Riyadh, Saudi Arabia ",hiretowncity -
Senior Internal Auditor,https://wuzzuf.net/jobs/p/aKCYi23bZ0bp-Senior-Internal-Auditor-LOLC-EL-OULA-MICROFINANCE-EGYPT’-Cairo-Egypt,Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · Accounting/Finance · Accounting · Audit · Auditing · CIA · English · Internal audit · CMA · CPA · Finance,"Maadi, Cairo, Egypt ",LOLC EL-OULA MICROFINANCE EGYPT’ -
Commodity Analyst,https://wuzzuf.net/jobs/p/n4rtS3vUmYxC-Commodity-Analyst-Cairo-Three-A-for-International-Industries-Cairo-Egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · females_preferred · Logistics/Supply Chain · Operations/Management · Analyst/Research · Financial Data Analysis · Research · Trading · Business Analysis,"New Cairo, Cairo, Egypt ",Cairo Three A  for International Industries. -
Senior Financial Analysts,https://wuzzuf.net/jobs/p/eQFkYHSmTiVa-Senior-Financial-Analysts-HEIA-Giza-Egypt,Full TimeOn-siteManager · 10 - 15 Yrs of Exp · Accounting/Finance · Accounting · Financial Analysis · Financial Management · Finance · Financial,"6th of October, Giza, Egypt ",HEIA -
Senior Cost Accountant,https://wuzzuf.net/jobs/p/f3YQZfMZxRcL-Senior-Cost-Accountant-Hyma-Plastic-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Cost Accounting · ERP · Financial Analysis · Microsoft Excel · Manufacturing,"Abu Rawash, Giza, Egypt ",Hyma Plastic -
General Accountant,https://wuzzuf.net/jobs/p/1ZJkrhitfqMr-General-Accountant-SAYYAD-Holding-Red-Sea-Egypt,Full TimeOn-siteEntry Level · 2 - 10 Yrs of Exp · Accounting/Finance · Banking · Logistics/Supply Chain · Accounting · Finance · Financial Analysis · CPA · CMA,"Hurghada, Red Sea, Egypt ",SAYYAD Holding  -
Accounting Manager,https://wuzzuf.net/jobs/p/d4eSvjUSFr2z-Accounting-Manager-ESC-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Accounting/Finance · Administration · Operations/Management · Accounting · Accounting Software · analytical · Construction · Finance · Financial Analysis · Financial Management,"New Cairo, Cairo, Egypt ",ESC -
Data Engineer,https://wuzzuf.net/jobs/p/g/Qo1hDUeZUo1R-Data-Engineer-iValue-Riyadh-Saudi-Arabia,Full TimeExperienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Engineering · Software Engineering · Software Development · SQL,"Riyadh, Saudi Arabia ",iValue -
Immediate Need - Data Entry Reps (Remote Work),https://wuzzuf.net/jobs/p/g/PwMleBQzODKz-Immediate-Need---Data-Entry-Reps-Remote-Work-CABINET-CONSEIL-TRANSVERSYS-Riyadh-Saudi-Arabia,Full TimeNot specified · Accounting/Finance · Customer Service/Support · Sales/Retail · customer service · microsoft office · customer care · sales · communication skills · management · quality,"Riyadh, Saudi Arabia ",CABINET CONSEIL TRANSVERSYS -
SEO Marketing Specialist,https://wuzzuf.net/jobs/p/x3KmuJYYwMMK-SEO-Marketing-Specialist-Techflix-Cairo-Egypt,Full TimeOn-siteExperienced · 3+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · SEO · Search Engine Optimization · Google Analytics · WordPress · Content Management · Analysis · E-Marketing · Management,"New Cairo, Cairo, Egypt ",Techflix -
Senior Performance marketing specialist,https://wuzzuf.net/jobs/p/ouhhT3dRFDK3-Senior-Performance-marketing-specialist-Madar-Soft-Alexandria-Egypt,Full TimeRemoteExperienced · 3 - 3 Yrs of Exp · Marketing/PR/Advertising · Adjust · mobile attribution platforms · Google Ads · Facebook ads · performance marketing · ASO · programmatic advertising · data analysis tool · Marketing Campaigns,"Fleming, Alexandria, Egypt ",Madar Soft -
Accounting Manager,https://wuzzuf.net/jobs/p/WNWymVsQ2j5E-Accounting-Manager-Ranada-Fahmy-Design-Associates-Giza-Egypt,Full TimeOn-siteManager · 7 - 10 Yrs of Exp · Accounting/Finance · ERP System · Manufacturing · Stock Control · Accounting · ERP · Finance · Financial Accounting · Financial Management · Financial Reports,"Giza, Egypt ",Ranada Fahmy Design Associates -
Online Data Entry/Customer Support – Remote Roles,https://wuzzuf.net/jobs/p/g/ubySjY5xACrk-Online-Data-EntryCustomer-Support-–-Remote-Roles-Zonnig-Inzicht-Dubai-United-Arab-Emirates,Full TimeNot specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · computer science · information technology (it) · customer service · computer engineering · microsoft office · social media · management,"Dubai, United Arab Emirates ",Zonnig Inzicht -
Cost Accountant,https://wuzzuf.net/jobs/p/o8nDeShGozp0-Cost-Accountant-golden-group-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Accounting/Finance · accountant · Accounting · Accounting Software · Cost Accountant · Finance · Financial Analysis · Cost Accounting · Cost,"Marg, Cairo, Egypt ",golden group -
Cost Accountant,https://wuzzuf.net/jobs/p/hr9iGJoxwNa5-Cost-Accountant-Samman-Engineering-Consulting-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Sales/Retail · Cost Accountant · excel · Odoo · Financial Analysis · Cost Center · Variance Analysis · Cash Flow Management · Budget Control,"Dokki, Giza, Egypt ",Samman  Engineering & Consulting -
Cost Accountant,https://wuzzuf.net/jobs/p/oCAvAFZy5G7X-Cost-Accountant-Happy-Joes-Pizza-Ice-Cream---Middle-East-Giza-Egypt,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · Accounting · Cost Accounting · Finance · Financial Analysis,"Haram, Giza, Egypt ",Happy Joe's Pizza & Ice Cream - Middle East -
Internal Auditor - Alexandria,https://wuzzuf.net/jobs/p/J1Td250KMZkU-Internal-Auditor---Alexandria-Alexandria-Egypt,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · Engineering - Other · CA · CPA · CIA · Accounting · Finance · Financial Analysis · Analysis · Communication Skills,"Alexandria, Egypt ",Confidential -
Data Entry/Admin Support - Work From Home,https://wuzzuf.net/jobs/p/g/BoE4UV1irfIH-Data-EntryAdmin-Support---Work-From-Home-Recyclednapkin-com-Dubai-United-Arab-Emirates,Full TimeNot specified · Administration · Customer Service/Support · Sales/Retail · Data Entry · Administration · Customer Support · Admin · Customer Care · Customer Service · Microsoft Office,"Dubai, United Arab Emirates ",Recyclednapkin.com -
Entry-Level Remote Data Entry Positions,https://wuzzuf.net/jobs/p/g/WWLWJ4kCavcg-Entry-Level-Remote-Data-Entry-Positions-qpmedia-Riyadh-Saudi-Arabia,Full TimeNot specified · Accounting/Finance · Administration · Customer Service/Support · microsoft office · customer service · finance · accounting · data entry · communication skills · management,"Riyadh, Saudi Arabia ",qpmedia -
Accountant,https://wuzzuf.net/jobs/p/UobVCHdrmGXK-Accountant-Elsafa-Trading-Elgendy-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Accounting/Finance · Accounting · Accounting Software · Finance · Financial · Financial Analysis · Financial Management · Regulations · Software,"Nasr City, Cairo, Egypt ",Elsafa Trading ( Elgendy )  -
Entry-Level Work-From-Home Data Entry Jobs,https://wuzzuf.net/jobs/p/g/ATbyksS53GkU-Entry-Level-Work-From-Home-Data-Entry-Jobs-qpmedia-Riyadh-Saudi-Arabia,Full TimeNot specified · Accounting/Finance · Administration · Customer Service/Support · microsoft office · administration · data entry · accounting · communication skills · management · media,"Riyadh, Saudi Arabia ",qpmedia -
Data Analyst,https://wuzzuf.net/jobs/p/g/EpgslzXympnx-Data-Analyst-NICE-ONE-نايس-ون-Riyadh-Saudi-Arabia,Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Analysis · Analysis · Computer Science · Information Technology (IT) · SQL · Microsoft Office · Microsoft Excel,"Riyadh, Saudi Arabia ",NICE ONE | نايس ون -
Internal Auditor,https://wuzzuf.net/jobs/p/Ud1BAfCOhr3C-Internal-Auditor-Unimix-Egypt-for-Readymix-concrete-Cairo-Egypt,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Accounting/Finance · Quality · Auditing · Economics · Financial Analysis · Risk Management · Accounting · Audit · English · Finance,"Nasr City, Cairo, Egypt ",Unimix Egypt for Readymix concrete -
"Senior Service Operations Owner, Market Data Services",https://wuzzuf.net/jobs/p/g/6ISkPITpM7l2-Senior-Service-Operations-Owner-Market-Data-Services-Exegy-Dubai-United-Arab-Emirates,Full TimeSenior Management · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · sales · sales skills · information technology (it) · customer service · computer science · customer support · engineering,"Dubai, United Arab Emirates ",Exegy -
Remote Data Entry Role (Part Time),https://wuzzuf.net/jobs/p/g/2L7E0y0YyDGj-Remote-Data-Entry-Role-Part-Time-Pro-Player-Baseball-Instruction-Riyadh-Saudi-Arabia,Full TimeNot specified · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · computer science · information technology (it) · computer engineering · customer service · data entry · management · analysis,"Riyadh, Saudi Arabia ",Pro Player Baseball Instruction -
Online Data Entry Operator Needed,https://wuzzuf.net/jobs/p/g/nJGPxIN3S5BA-Online-Data-Entry-Operator-Needed-Beeldwerk-collective-studio-127-Riyadh-Saudi-Arabia,Full TimeNot specified · Administration · Customer Service/Support · Analyst/Research · Administration · Data Entry · Admin · Microsoft Office · Admin Assist · Call Center · Communication Skills,"Riyadh, Saudi Arabia ",Beeldwerk collective studio 127 -
Internal Audit Manager - Food & Agricultural Industry,https://wuzzuf.net/jobs/p/uCxPYCcwLd7T-Internal-Audit-Manager---Food-Agricultural-Industry-Giza-Egypt,Full TimeOn-siteManager · 10 - 20 Yrs of Exp · Accounting/Finance · Accounting · Construction · Audit · Finance · Financial Management · Accounting Software · Auditing · analytical · auditor,"Mohandessin, Giza, Egypt ",Confidential -
Accountant - Alexandria,https://wuzzuf.net/jobs/p/0wyERdrsyRwx-Accountant---Alexandria-Farcomake-for-Advanced-Medical-Industries-Alexandria-Egypt,Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · Accounting/Finance · Administration · Accounting · Finance · Financial Management · Financial Analysis · Manufacturing,"Fleming, Alexandria, Egypt ",Farcomake for Advanced Medical Industries -
Finance Officer,https://wuzzuf.net/jobs/p/VDhp0bJkBJqm-Finance-Officer-Almosafer-Giza-Egypt,Full TimeOn-siteEntry Level · 1 - 4 Yrs of Exp · Accounting/Finance · Accounting · analytical · English · ERP · Finance · Financial Analysis · Financial Management · Tourism · SAP,"Mohandessin, Giza, Egypt ",Almosafer -
General Accountant,https://wuzzuf.net/jobs/p/TeZTV7rydzE1-General-Accountant-Eco-agro-science-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · Accounting/Finance · Banking · Logistics/Supply Chain · Accounting Software · excel · Finance · Financial Analysis · Financial Management · MS · Software,"Sheikh Zayed, Giza, Egypt ",Eco agro science -
